tDocumento;tCorrelativo;tTurno;tTipoPago;tOtroTipoPago;tMoneda;nTipoCambio;nMonto;nVuelto;nPropina;tTarjeta;tReferencia;tBanco;tNumero;tFechaVencimiento;tObservacion;tUsuario;fRegistro;fDiaContable;tCodigoPedido
2500045333;1;;2;NULL;1;4;32;NULL;0;7;WS;NULL;2215292703;;NULL;WSInforest;12/06/2025 16:14;12/06/2025 16:14;2500045333
2500045332;1;;2;NULL;1;4;50,7;NULL;0;7;WS;NULL;2215292624;;NULL;WSInforest;12/06/2025 16:13;12/06/2025 16:13;2500045332
2500045331;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215292527;;NULL;WSInforest;12/06/2025 16:12;12/06/2025 16:12;2500045331
2500045329;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2215292255;;NULL;WSInforest;12/06/2025 16:08;12/06/2025 16:08;2500045329
2500045328;1;;2;NULL;1;4;87,8;NULL;0;7;WS;NULL;2215292263;;NULL;WSInforest;12/06/2025 16:07;12/06/2025 16:07;2500045328
2500045326;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215292204;;NULL;WSInforest;12/06/2025 16:07;12/06/2025 16:07;2500045326
2500045325;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215292011;;NULL;WSInforest;12/06/2025 16:05;12/06/2025 16:05;2500045325
2500045322;1;;2;NULL;1;4;65;NULL;0;17;WS;NULL;2304;;NULL;WSInforest;12/06/2025 15:57;12/06/2025 15:57;2500045322
2500045321;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215291430;;NULL;WSInforest;12/06/2025 15:56;12/06/2025 15:56;2500045321
2500045318;1;;2;NULL;1;4;101;NULL;0;17;WS;NULL;3550;;NULL;WSInforest;12/06/2025 15:49;12/06/2025 15:49;2500045318
2500045317;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215290740;;NULL;WSInforest;12/06/2025 15:46;12/06/2025 15:46;2500045317
2500045315;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215290463;;NULL;WSInforest;12/06/2025 15:46;12/06/2025 15:46;2500045315
2500045313;1;;2;NULL;1;4;64,7;NULL;0;7;WS;NULL;2215290198;;NULL;WSInforest;12/06/2025 15:39;12/06/2025 15:39;2500045313
2500045312;1;;2;NULL;1;4;54,8;NULL;0;7;WS;NULL;2215289952;;NULL;WSInforest;12/06/2025 15:36;12/06/2025 15:36;2500045312
2500045310;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215289439;;NULL;WSInforest;12/06/2025 15:29;12/06/2025 15:29;2500045310
2500045307;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215289118;;NULL;WSInforest;12/06/2025 15:25;12/06/2025 15:25;2500045307
2500045305;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;6470;;NULL;WSInforest;12/06/2025 15:22;12/06/2025 15:22;2500045305
2500045303;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1588122174;;NULL;WSInforest;12/06/2025 15:18;12/06/2025 15:18;2500045303
2500045300;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215288246;;NULL;WSInforest;12/06/2025 15:16;12/06/2025 15:16;2500045300
2500045299;1;;2;NULL;1;4;18;NULL;0;7;WS;NULL;2215288259;;NULL;WSInforest;12/06/2025 15:14;12/06/2025 15:14;2500045299
2500045298;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215287912;;NULL;WSInforest;12/06/2025 15:09;12/06/2025 15:09;2500045298
2500045297;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215287689;;NULL;WSInforest;12/06/2025 15:07;12/06/2025 15:07;2500045297
2500045296;1;;2;NULL;1;4;55;NULL;0;7;WS;NULL;2215287637;;NULL;WSInforest;12/06/2025 15:07;12/06/2025 15:07;2500045296
2500045293;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215286043;;NULL;WSInforest;12/06/2025 14:48;12/06/2025 14:48;2500045293
2500045291;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215285824;;NULL;WSInforest;12/06/2025 14:44;12/06/2025 14:44;2500045291
2500045288;1;;2;NULL;1;4;38,8;NULL;0;9;WS;NULL;1588141191;;NULL;WSInforest;12/06/2025 14:37;12/06/2025 14:37;2500045288
2500045286;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215285162;;NULL;WSInforest;12/06/2025 14:35;12/06/2025 14:35;2500045286
2500045285;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215285010;;NULL;WSInforest;12/06/2025 14:35;12/06/2025 14:35;2500045285
2500045279;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2215282345;;NULL;WSInforest;12/06/2025 14:14;12/06/2025 14:14;2500045279
2500045274;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2215281836;;NULL;WSInforest;12/06/2025 14:01;12/06/2025 14:01;2500045274
2500045273;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2215277588;;NULL;WSInforest;12/06/2025 13:52;12/06/2025 13:52;2500045273
2500045265;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2215278524;;NULL;WSInforest;12/06/2025 13:34;12/06/2025 13:34;2500045265
2500045264;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215279198;;NULL;WSInforest;12/06/2025 13:33;12/06/2025 13:33;2500045264
2500045260;1;;2;NULL;1;4;34,9;NULL;0;7;WS;NULL;2215276397;;NULL;WSInforest;12/06/2025 13:26;12/06/2025 13:26;2500045260
2500045258;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2215278387;;NULL;WSInforest;12/06/2025 13:26;12/06/2025 13:26;2500045258
2500045257;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2215277310;;NULL;WSInforest;12/06/2025 13:26;12/06/2025 13:26;2500045257
2500045256;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215277507;;NULL;WSInforest;12/06/2025 13:26;12/06/2025 13:26;2500045256
2500045255;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215278177;;NULL;WSInforest;12/06/2025 13:24;12/06/2025 13:24;2500045255
2500045246;1;;2;NULL;1;4;81,9;NULL;0;17;WS;NULL;2726;;NULL;WSInforest;12/06/2025 13:07;12/06/2025 13:07;2500045246
2500045236;1;;2;NULL;1;4;55;NULL;0;7;WS;NULL;2215271466;;NULL;WSInforest;12/06/2025 12:29;12/06/2025 12:29;2500045236
2500045235;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1588004964;;NULL;WSInforest;12/06/2025 12:27;12/06/2025 12:27;2500045235
2500045229;1;;2;NULL;1;4;32,8;NULL;0;9;WS;NULL;1587953575;;NULL;WSInforest;12/06/2025 12:12;12/06/2025 12:12;2500045229
2500045224;1;;2;NULL;1;4;35,9;NULL;0;7;WS;NULL;2215269208;;NULL;WSInforest;12/06/2025 12:03;12/06/2025 12:03;2500045224
2500045221;1;;2;NULL;1;4;71;NULL;0;17;WS;NULL;3039;;NULL;WSInforest;12/06/2025 11:56;12/06/2025 11:56;2500045221
2500045219;1;;2;NULL;1;4;16,9;NULL;0;9;WS;NULL;1587935028;;NULL;WSInforest;12/06/2025 11:51;12/06/2025 11:51;2500045219
2500045217;1;;2;NULL;1;4;59,8;NULL;0;9;WS;NULL;1587948348;;NULL;WSInforest;12/06/2025 11:36;12/06/2025 11:36;2500045217
2500045216;1;;2;NULL;1;4;35,9;NULL;0;17;WS;NULL;8118;;NULL;WSInforest;12/06/2025 11:33;12/06/2025 11:33;2500045216
2500045213;1;;2;NULL;1;4;91;NULL;0;17;WS;NULL;9191;;NULL;WSInforest;12/06/2025 11:25;12/06/2025 11:25;2500045213
2500045212;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215266646;;NULL;WSInforest;12/06/2025 11:20;12/06/2025 11:20;2500045212
2500045210;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2215265918;;NULL;WSInforest;12/06/2025 11:10;12/06/2025 11:10;2500045210
2500045207;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;2535;;NULL;WSInforest;12/06/2025 11:03;12/06/2025 11:03;2500045207
2500045206;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;1834;;NULL;WSInforest;12/06/2025 11:02;12/06/2025 11:02;2500045206
2500045200;1;;2;NULL;1;4;29,9;NULL;0;18;WS;NULL;0612-#2;;NULL;WSInforest;12/06/2025 10:55;12/06/2025 10:55;2500045200
2500045199;1;;2;NULL;1;4;95;NULL;0;17;WS;NULL;4940;;NULL;WSInforest;12/06/2025 10:53;12/06/2025 10:53;2500045199
2500045198;1;;2;NULL;1;4;41;NULL;0;17;WS;NULL;5257;;NULL;WSInforest;12/06/2025 10:51;12/06/2025 10:51;2500045198
2500045196;1;;2;NULL;1;4;24,9;NULL;0;7;WS;NULL;2215265210;;NULL;WSInforest;12/06/2025 10:49;12/06/2025 10:49;2500045196
2500045195;1;;2;NULL;1;4;54,8;NULL;0;7;WS;NULL;2215265068;;NULL;WSInforest;12/06/2025 10:47;12/06/2025 10:47;2500045195
2500045192;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;9602;;NULL;WSInforest;12/06/2025 10:32;12/06/2025 10:32;2500045192
2500045190;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;719;;NULL;WSInforest;12/06/2025 10:16;12/06/2025 10:16;2500045190
2500045188;1;;2;NULL;1;4;29,9;NULL;0;18;WS;NULL;0612-#1;;NULL;WSInforest;12/06/2025 10:12;12/06/2025 10:12;2500045188
2500045187;1;;2;NULL;1;4;61,9;NULL;0;7;WS;NULL;2215263664;;NULL;WSInforest;12/06/2025 10:11;12/06/2025 10:11;2500045187
2500045184;1;;2;NULL;1;4;99,6;NULL;0;9;WS;NULL;1587790685;;NULL;WSInforest;12/06/2025 9:57;12/06/2025 9:57;2500045184
2500045183;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;2256;;NULL;WSInforest;12/06/2025 9:47;12/06/2025 9:47;2500045183
2500045181;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;773;;NULL;WSInforest;12/06/2025 9:37;12/06/2025 9:37;2500045181
2500045179;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215262115;;NULL;WSInforest;12/06/2025 9:34;12/06/2025 9:34;2500045179
2500045178;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;4129;;NULL;WSInforest;12/06/2025 9:33;12/06/2025 9:33;2500045178
2500045177;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215261751;;NULL;WSInforest;12/06/2025 9:19;12/06/2025 9:19;2500045177
2500045176;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;9373;;NULL;WSInforest;12/06/2025 9:16;12/06/2025 9:16;2500045176
2500045173;1;;2;NULL;1;4;21,9;NULL;0;17;WS;NULL;3097;;NULL;WSInforest;12/06/2025 9:02;12/06/2025 9:02;2500045173
2500045172;1;;2;NULL;1;4;225;NULL;0;17;WS;NULL;6181;;NULL;WSInforest;12/06/2025 8:43;12/06/2025 8:43;2500045172
2500045164;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215259647;;NULL;WSInforest;12/06/2025 8:04;12/06/2025 8:04;2500045164
2500045161;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215259536;;NULL;WSInforest;12/06/2025 8:00;12/06/2025 8:00;2500045161
2500045159;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215259461;;NULL;WSInforest;12/06/2025 7:54;12/06/2025 7:54;2500045159
2500045158;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2215259400;;NULL;WSInforest;12/06/2025 7:53;12/06/2025 7:53;2500045158
2500045156;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2215259313;;NULL;WSInforest;12/06/2025 7:48;12/06/2025 7:48;2500045156
2500045155;1;;2;NULL;1;4;41,8;NULL;0;7;WS;NULL;2215259325;;NULL;WSInforest;12/06/2025 7:47;12/06/2025 7:47;2500045155
2500045153;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215259188;;NULL;WSInforest;12/06/2025 7:37;12/06/2025 7:37;2500045153
2500045152;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215259019;;NULL;WSInforest;12/06/2025 7:30;12/06/2025 7:30;2500045152
2500045150;1;;2;NULL;1;3;35;NULL;0;7;WS;NULL;2215258952;;NULL;WSInforest;12/06/2025 7:16;12/06/2025 7:16;2500045150
2500045148;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;3186;;NULL;WSInforest;11/06/2025 21:55;11/06/2025 21:55;2500045148
2500045144;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215247999;;NULL;WSInforest;11/06/2025 21:25;11/06/2025 21:25;2500045144
2500045141;1;;2;NULL;1;4;20,8;NULL;0;7;WS;NULL;2215246265;;NULL;WSInforest;11/06/2025 21:10;11/06/2025 21:10;2500045141
2500045140;1;;2;NULL;1;4;54,7;NULL;0;9;WS;NULL;1587595179;;NULL;WSInforest;11/06/2025 21:03;11/06/2025 21:03;2500045140
2500045137;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1587557604;;NULL;WSInforest;11/06/2025 20:51;11/06/2025 20:51;2500045137
2500045135;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2215243173;;NULL;WSInforest;11/06/2025 20:46;11/06/2025 20:46;2500045135
2500045131;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215239854;;NULL;WSInforest;11/06/2025 20:23;11/06/2025 20:23;2500045131
2500045130;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1587508825;;NULL;WSInforest;11/06/2025 20:19;11/06/2025 20:19;2500045130
2500045126;1;;2;NULL;1;4;99,8;NULL;0;7;WS;NULL;2215237077;;NULL;WSInforest;11/06/2025 20:05;11/06/2025 20:05;2500045126
2500045125;1;;2;NULL;1;4;25,9;NULL;0;7;WS;NULL;2215236637;;NULL;WSInforest;11/06/2025 20:05;11/06/2025 20:05;2500045125
2500045120;1;;2;NULL;1;4;58,8;NULL;0;9;WS;NULL;1587475936;;NULL;WSInforest;11/06/2025 19:50;11/06/2025 19:50;2500045120
2500045118;1;;2;NULL;1;4;58,9;NULL;0;17;WS;NULL;6635;;NULL;WSInforest;11/06/2025 19:41;11/06/2025 19:41;2500045118
2500045116;1;;2;NULL;1;4;15,9;NULL;0;7;WS;NULL;2215232968;;NULL;WSInforest;11/06/2025 19:34;11/06/2025 19:34;2500045116
2500045114;1;;2;NULL;1;4;56,7;NULL;0;7;WS;NULL;2215232976;;NULL;WSInforest;11/06/2025 19:33;11/06/2025 19:33;2500045114
2500045113;1;;2;NULL;1;4;49,8;NULL;0;7;WS;NULL;2215232719;;NULL;WSInforest;11/06/2025 19:33;11/06/2025 19:33;2500045113
2500045108;1;;2;NULL;1;4;70,8;NULL;0;9;WS;NULL;1587427513;;NULL;WSInforest;11/06/2025 19:25;11/06/2025 19:25;2500045108
2500045107;1;;2;NULL;1;4;44,9;NULL;0;7;WS;NULL;2215231890;;NULL;WSInforest;11/06/2025 19:24;11/06/2025 19:24;2500045107
2500045104;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2215230492;;NULL;WSInforest;11/06/2025 19:13;11/06/2025 19:13;2500045104
2500045099;1;;2;NULL;1;4;34,9;NULL;0;7;WS;NULL;2215228218;;NULL;WSInforest;11/06/2025 18:54;11/06/2025 18:54;2500045099
2500045096;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215227583;;NULL;WSInforest;11/06/2025 18:48;11/06/2025 18:48;2500045096
2500045095;1;;2;NULL;1;4;109;NULL;0;9;WS;NULL;1587320671;;NULL;WSInforest;11/06/2025 18:47;11/06/2025 18:47;2500045095
2500045089;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2215226458;;NULL;WSInforest;11/06/2025 18:39;11/06/2025 18:39;2500045089
2500045087;1;;2;NULL;1;4;54,8;NULL;0;17;WS;NULL;563;;NULL;WSInforest;11/06/2025 18:34;11/06/2025 18:34;2500045087
2500045081;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215224789;;NULL;WSInforest;11/06/2025 18:21;11/06/2025 18:21;2500045081
2500045080;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;5362;;NULL;WSInforest;11/06/2025 18:19;11/06/2025 18:19;2500045080
2500045079;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215224273;;NULL;WSInforest;11/06/2025 18:15;11/06/2025 18:15;2500045079
2500045076;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215223382;;NULL;WSInforest;11/06/2025 18:09;11/06/2025 18:09;2500045076
2500045070;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;9117;;NULL;WSInforest;11/06/2025 17:52;11/06/2025 17:52;2500045070
2500045053;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215220167;;NULL;WSInforest;11/06/2025 17:22;11/06/2025 17:22;2500045053
2500045049;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215219354;;NULL;WSInforest;11/06/2025 17:10;11/06/2025 17:10;2500045049
2500045047;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2215219002;;NULL;WSInforest;11/06/2025 17:05;11/06/2025 17:05;2500045047
2500045043;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215218551;;NULL;WSInforest;11/06/2025 16:58;11/06/2025 16:58;2500045043
2500045040;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215218197;;NULL;WSInforest;11/06/2025 16:53;11/06/2025 16:53;2500045040
2500045035;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;2078;;NULL;WSInforest;11/06/2025 16:37;11/06/2025 16:37;2500045035
2500045022;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2215214699;;NULL;WSInforest;11/06/2025 16:02;11/06/2025 16:02;2500045022
2500045020;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;2209;;NULL;WSInforest;11/06/2025 15:56;11/06/2025 15:56;2500045020
2500045018;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215213513;;NULL;WSInforest;11/06/2025 15:45;11/06/2025 15:45;2500045018
2500045017;1;;2;NULL;1;4;109;NULL;0;7;WS;NULL;2215213023;;NULL;WSInforest;11/06/2025 15:37;11/06/2025 15:37;2500045017
2500045015;1;;2;NULL;1;4;35,9;NULL;0;17;WS;NULL;4990;;NULL;WSInforest;11/06/2025 15:36;11/06/2025 15:36;2500045015
2500045014;1;;2;NULL;1;4;18;NULL;0;7;WS;NULL;2215212767;;NULL;WSInforest;11/06/2025 15:35;11/06/2025 15:35;2500045014
2500045013;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215212463;;NULL;WSInforest;11/06/2025 15:29;11/06/2025 15:29;2500045013
2500045012;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215212183;;NULL;WSInforest;11/06/2025 15:26;11/06/2025 15:26;2500045012
2500045009;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;820;;NULL;WSInforest;11/06/2025 15:17;11/06/2025 15:17;2500045009
2500045005;1;;2;NULL;1;4;120;NULL;0;17;WS;NULL;862;;NULL;WSInforest;11/06/2025 15:03;11/06/2025 15:03;2500045005
2500045003;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215210006;;NULL;WSInforest;11/06/2025 15:00;11/06/2025 15:00;2500045003
2500045002;1;;2;NULL;1;4;32,8;NULL;0;9;WS;NULL;1587061626;;NULL;WSInforest;11/06/2025 14:56;11/06/2025 14:56;2500045002
2500045001;1;;2;NULL;1;4;18;NULL;0;7;WS;NULL;2215209863;;NULL;WSInforest;11/06/2025 14:55;11/06/2025 14:55;2500045001
2500044999;1;;2;NULL;1;4;44,8;NULL;0;7;WS;NULL;2215209562;;NULL;WSInforest;11/06/2025 14:50;11/06/2025 14:50;2500044999
2500044997;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215208797;;NULL;WSInforest;11/06/2025 14:43;11/06/2025 14:43;2500044997
2500044996;1;;2;NULL;1;4;33,8;NULL;0;7;WS;NULL;2215208887;;NULL;WSInforest;11/06/2025 14:42;11/06/2025 14:42;2500044996
2500044992;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;8935;;NULL;WSInforest;11/06/2025 14:30;11/06/2025 14:30;2500044992
2500044990;1;;2;NULL;1;4;53,7;NULL;0;7;WS;NULL;2215207368;;NULL;WSInforest;11/06/2025 14:28;11/06/2025 14:28;2500044990
2500044988;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215206985;;NULL;WSInforest;11/06/2025 14:19;11/06/2025 14:19;2500044988
2500044986;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1587066785;;NULL;WSInforest;11/06/2025 14:17;11/06/2025 14:17;2500044986
2500044985;1;;2;NULL;1;4;37,8;NULL;0;7;WS;NULL;2215206721;;NULL;WSInforest;11/06/2025 14:16;11/06/2025 14:16;2500044985
2500044983;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2215206608;;NULL;WSInforest;11/06/2025 14:14;11/06/2025 14:14;2500044983
2500044982;1;;2;NULL;1;4;38;NULL;0;17;WS;NULL;9414;;NULL;WSInforest;11/06/2025 14:10;11/06/2025 14:10;2500044982
2500044980;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215205672;;NULL;WSInforest;11/06/2025 14:08;11/06/2025 14:08;2500044980
2500044979;1;;2;NULL;1;4;29,7;NULL;0;7;WS;NULL;2215205705;;NULL;WSInforest;11/06/2025 14:04;11/06/2025 14:04;2500044979
2500044975;1;;2;NULL;1;4;16,9;NULL;0;7;WS;NULL;2215204432;;NULL;WSInforest;11/06/2025 13:49;11/06/2025 13:49;2500044975
2500044974;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;9830;;NULL;WSInforest;11/06/2025 13:48;11/06/2025 13:48;2500044974
2500044972;1;;2;NULL;1;4;109;NULL;0;17;WS;NULL;1091;;NULL;WSInforest;11/06/2025 13:45;11/06/2025 13:45;2500044972
2500044971;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215203712;;NULL;WSInforest;11/06/2025 13:45;11/06/2025 13:45;2500044971
2500044966;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215202442;;NULL;WSInforest;11/06/2025 13:36;11/06/2025 13:36;2500044966
2500044965;1;;2;NULL;1;4;47,7;NULL;0;7;WS;NULL;2215202538;;NULL;WSInforest;11/06/2025 13:30;11/06/2025 13:30;2500044965
2500044962;1;;2;NULL;1;4;34,9;NULL;0;7;WS;NULL;2215202117;;NULL;WSInforest;11/06/2025 13:26;11/06/2025 13:26;2500044962
2500044961;1;;2;NULL;1;4;224;NULL;0;17;WS;NULL;4879;;NULL;WSInforest;11/06/2025 13:24;11/06/2025 13:24;2500044961
2500044953;1;;2;NULL;1;4;35;NULL;0;7;WS;NULL;2215197020;;NULL;WSInforest;11/06/2025 12:53;11/06/2025 12:53;2500044953
2500044951;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215196603;;NULL;WSInforest;11/06/2025 12:50;11/06/2025 12:50;2500044951
2500044950;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;4556;;NULL;WSInforest;11/06/2025 12:48;11/06/2025 12:48;2500044950
2500044947;1;;2;NULL;1;4;49,8;NULL;0;7;WS;NULL;2215197302;;NULL;WSInforest;11/06/2025 12:42;11/06/2025 12:42;2500044947
2500044943;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;5657;;NULL;WSInforest;11/06/2025 12:36;11/06/2025 12:36;2500044943
2500044942;1;;2;NULL;1;4;89,7;NULL;0;7;WS;NULL;2215196257;;NULL;WSInforest;11/06/2025 12:33;11/06/2025 12:33;2500044942
2500044941;1;;2;NULL;1;4;118;NULL;0;17;WS;NULL;797;;NULL;WSInforest;11/06/2025 12:32;11/06/2025 12:32;2500044941
2500044937;1;;2;NULL;1;4;60;NULL;0;17;WS;NULL;2314;;NULL;WSInforest;11/06/2025 12:21;11/06/2025 12:21;2500044937
2500044935;1;;2;NULL;1;4;59,9;NULL;0;7;WS;NULL;2215194611;;NULL;WSInforest;11/06/2025 12:21;11/06/2025 12:21;2500044935
2500044934;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215194921;;NULL;WSInforest;11/06/2025 12:20;11/06/2025 12:20;2500044934
2500044933;1;;2;NULL;1;4;32,8;NULL;0;9;WS;NULL;1586857514;;NULL;WSInforest;11/06/2025 12:16;11/06/2025 12:16;2500044933
2500044932;1;;2;NULL;1;4;52,7;NULL;0;7;WS;NULL;2215194149;;NULL;WSInforest;11/06/2025 12:13;11/06/2025 12:13;2500044932
2500044929;1;;2;NULL;1;4;65,9;NULL;0;9;WS;NULL;1586856333;;NULL;WSInforest;11/06/2025 12:08;11/06/2025 12:08;2500044929
2500044925;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215192698;;NULL;WSInforest;11/06/2025 11:56;11/06/2025 11:56;2500044925
2500044923;1;;2;NULL;1;4;29,9;NULL;0;7;WS;NULL;2215192337;;NULL;WSInforest;11/06/2025 11:49;11/06/2025 11:49;2500044923
2500044922;1;;2;NULL;1;4;49,9;NULL;0;17;WS;NULL;2314;;NULL;WSInforest;11/06/2025 11:49;11/06/2025 11:49;2500044922
2500044916;1;;2;NULL;1;4;49,9;NULL;0;17;WS;NULL;2897;;NULL;WSInforest;11/06/2025 11:32;11/06/2025 11:32;2500044916
2500044914;1;;2;NULL;1;4;95;NULL;0;17;WS;NULL;3696;;NULL;WSInforest;11/06/2025 11:30;11/06/2025 11:30;2500044914
2500044909;1;;2;NULL;1;4;52;NULL;0;7;WS;NULL;2215189985;;NULL;WSInforest;11/06/2025 11:03;11/06/2025 11:03;2500044909
2500044900;1;;2;NULL;1;4;115;NULL;0;17;WS;NULL;5853;;NULL;WSInforest;11/06/2025 10:26;11/06/2025 10:26;2500044900
2500044889;1;;2;NULL;1;4;44,9;NULL;0;7;WS;NULL;2215187406;;NULL;WSInforest;11/06/2025 10:00;11/06/2025 10:00;2500044889
2500044886;1;;2;NULL;1;4;12,9;NULL;0;7;WS;NULL;2215187182;;NULL;WSInforest;11/06/2025 9:52;11/06/2025 9:52;2500044886
2500044882;1;;2;NULL;1;4;29,9;NULL;0;9;WS;NULL;1586708300;;NULL;WSInforest;11/06/2025 9:24;11/06/2025 9:24;2500044882
2500044881;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;4331;;NULL;WSInforest;11/06/2025 9:21;11/06/2025 9:21;2500044881
2500044880;1;;2;NULL;1;4;22,9;NULL;0;17;WS;NULL;1658;;NULL;WSInforest;11/06/2025 9:20;11/06/2025 9:20;2500044880
2500044879;1;;2;NULL;1;4;55,9;NULL;0;17;WS;NULL;3443;;NULL;WSInforest;11/06/2025 9:19;11/06/2025 9:19;2500044879
2500044874;1;;2;NULL;1;4;19,9;NULL;0;7;WS;NULL;2215185454;;NULL;WSInforest;11/06/2025 9:05;11/06/2025 9:05;2500044874
2500044869;1;;2;NULL;1;4;49,9;NULL;0;7;WS;NULL;2215183885;;NULL;WSInforest;11/06/2025 8:04;11/06/2025 8:04;2500044869
2500044868;1;;2;NULL;1;4;59,8;NULL;0;7;WS;NULL;2215183874;;NULL;WSInforest;11/06/2025 8:03;11/06/2025 8:03;2500044868
